relative_path,dataset,split,label,size_bytes,sha256
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_22_benign.png,synthetic-cbis-ddsm,train,benign,9542,60d8f8be9f98232bf358ea7a27314c6c5f002b836d740d91dacf1a6fee1ba840
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_23_benign.png,synthetic-cbis-ddsm,train,benign,10253,87aec1635c484a65325cebe60afea9fb5cfde92aab4885f649e0210e085a8a35
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_24_benign.png,synthetic-cbis-ddsm,train,benign,10128,6b5340724bb8ad644fc599dd8cb8bb44a5ba6a2c3be7a4c6a20c091cce3cbdcb
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_25_benign.png,synthetic-cbis-ddsm,train,benign,9383,86411ea81181929c4c33b46f4585241894195249fd0d48a07f1496b75678dfb6
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_26_benign.png,synthetic-cbis-ddsm,train,benign,10588,da96ff568d012bf4d15801de5e977c52e0353a063be346afa3ce2b2107ce58df
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_27_benign.png,synthetic-cbis-ddsm,train,benign,9732,a9d5a4ad3274e77a724fcf1015882c3c0a8994c727011a0af62cf2018ae448bb
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_28_benign.png,synthetic-cbis-ddsm,train,benign,9684,a0c117c763119c0c241d6fad17f2b587ab05cbdbd0a8ec0109557444409a169a
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_29_benign.png,synthetic-cbis-ddsm,train,benign,10128,fb9a55f2aa13498e5f59d51caba2f2e6236f2d9c33a23774f3ad3a10e49a0482
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_2_malignant.png,synthetic-cbis-ddsm,train,malignant,9606,ad2df6573ddded986bf3dc59ecce876d5938771e39474bae3c6311ac24a8c601
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_30_benign.png,synthetic-cbis-ddsm,train,benign,9519,f940f6933d0d3ca3a45e07c2f2864117baceda7a3c376b6686f0d00320813253
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_31_benign.png,synthetic-cbis-ddsm,train,benign,9595,ded3d95d152ca03e6ddf894632d8fc9a6a5326d1b660268a8a78d54e67e4938e
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_3_malignant.png,synthetic-cbis-ddsm,train,malignant,9826,344623eb4e03da7aad7af6b986c39c322af6f92ec48dea4af6adad1a078d3a53
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_4_malignant.png,synthetic-cbis-ddsm,train,malignant,9255,0679cf92ba56372a351871f4aea7de033d410dd16eccd9647b73c81c2724ccb2
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_5_malignant.png,synthetic-cbis-ddsm,train,malignant,9899,8baf37c130d3d720cba3704e21a9e0f305754caefb0371b696ddf2031f7ab271
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_6_malignant.png,synthetic-cbis-ddsm,train,malignant,9669,62e73e1a9101870fe7f3f7915cb4c1ac1ca395dc0b3b4cbcfb451b7cfa934d5d
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_7_malignant.png,synthetic-cbis-ddsm,train,malignant,10016,d1cd8e21a89284d2e28bcffbe103ee8894d7471490c34ad1bcd60c740fd0cd02
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_8_malignant.png,synthetic-cbis-ddsm,train,malignant,9902,88c5f658868708a9ac98895f247224d8b07cf71968d6b7a70af94c41156b3cc1
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_70_9_malignant.png,synthetic-cbis-ddsm,train,malignant,9866,2eb8812c5e1f8e0806ee0cea5adfc51d1671301c12772bbe9172042275e5f0c9
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_0_malignant.png,synthetic-cbis-ddsm,train,malignant,9619,b9c26ec47b8beb2d3833885ec2d7be21e83ce035f70e199d9683ed73ba975361
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_10_malignant.png,synthetic-cbis-ddsm,train,malignant,9176,bea000c6f4296677cc740c821df55366d3460cbf77d6dfc9c5a2653a495d2832
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_11_malignant.png,synthetic-cbis-ddsm,train,malignant,9763,43ae452739d333e56d63f83fc0a0a810619d84b20ae7c5fede384a7360a066c4
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_12_malignant.png,synthetic-cbis-ddsm,train,malignant,9391,831e182c8c65223c7ea43d1f5f18431b396c5c1db267ded676bb90d328b266af
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_13_malignant.png,synthetic-cbis-ddsm,train,malignant,10003,148333d3941fdf65d6afa19105c9da7731d58e4c3b29d31889f088db035a12a8
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_14_malignant.png,synthetic-cbis-ddsm,train,malignant,9739,ad3ad71920e7791d78bf62a73981256ae8a4abd255edf39c417c844639e72052
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_15_malignant.png,synthetic-cbis-ddsm,train,malignant,9670,4dac38ab2bc4a2c960857331db15227d07f730580464547a533925491aaf3331
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_16_benign.png,synthetic-cbis-ddsm,train,benign,9746,96f8bf7af4419e9b80642abae86ad46f1ef4b22eae0bbb0eb442c64fa52adfa3
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_17_benign.png,synthetic-cbis-ddsm,train,benign,9260,0978379b886f38f8bd08213c02f1972f6ff1fa999f342a99e43051a7849e8139
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_18_benign.png,synthetic-cbis-ddsm,train,benign,9528,bf54a9184a5e2585e1b18bce0f11f319c26960791332d3c738f4d94c7d126aed
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_19_benign.png,synthetic-cbis-ddsm,train,benign,9668,51e55f37a8350337cfec89737cf1ce64f79c613ed893a7d14a4e530c288b1a05
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_1_malignant.png,synthetic-cbis-ddsm,train,malignant,9493,5286d5c2a2e5e23ffa612697e6ef5f7c87dce39800295903d901d1692dc76ac5
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_20_benign.png,synthetic-cbis-ddsm,train,benign,9905,66a07db49a7eaba4021bf76975df5b2de90157a5394e83b582e9777b3e278c59
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_21_benign.png,synthetic-cbis-ddsm,train,benign,9624,79f5f25a397e0fdde7f2b5a5b3ad5f0c4a0697199b05a4daae42227fff346384
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_22_benign.png,synthetic-cbis-ddsm,train,benign,9926,1160bcfa54b08be42b364f3970ae71366d6d36448ba1c0adff9ba398859cc19d
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_23_benign.png,synthetic-cbis-ddsm,train,benign,9545,940f9587d720e33630a8f08c1cdd505f12c0ed1c79529886d5867557fcbe9182
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_24_benign.png,synthetic-cbis-ddsm,train,benign,9724,ee79ce58d82df03a5710513b0dfc3e966953a50d7ff7e0bce2f075e14c8fc2a6
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_25_benign.png,synthetic-cbis-ddsm,train,benign,9946,9fe355cf5af14bd1f6d400b15a9924be6144ef30221ed89fce1549ac46752c9b
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_26_benign.png,synthetic-cbis-ddsm,train,benign,9367,85b09c8373cad91a66e48e1fb036e476e2c32ec7402be8836736bc4cfe892380
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_27_benign.png,synthetic-cbis-ddsm,train,benign,9851,36cfc551dfb8067dcfdd97822dd357a724cd1f506ab44d1831eef1d56a094eda
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_28_benign.png,synthetic-cbis-ddsm,train,benign,9998,88c223ec3aa09d721b1db30e16a9acc068e0492c9b270c25d56334a3651d56cf
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_29_benign.png,synthetic-cbis-ddsm,train,benign,9925,083b40e3b3f91ef42316a4fb8011f7ca1d2306bda677a14519e79305291cb8dd
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_2_malignant.png,synthetic-cbis-ddsm,train,malignant,9830,7c1e5166164a74e0e32136cee6c61fdf6efad506a8cc7a41d39294ca4b013d36
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_30_benign.png,synthetic-cbis-ddsm,train,benign,9645,a9771415d54f73e64904e7e80fe0ea7f0e9aa6533780f7cef4d2a446277d388f
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_31_benign.png,synthetic-cbis-ddsm,train,benign,9688,817f8833c7f614518b6b080aac22926015d8a58315e6607957e9e00e6a2cf169
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_3_malignant.png,synthetic-cbis-ddsm,train,malignant,9436,3937f8e656d38009e22c0f762bec9cc1c0207ef87c4f8bbf41d00fcc318906c3
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_4_malignant.png,synthetic-cbis-ddsm,train,malignant,9571,f5749e2055675c47f4ac9b399a85e24769214ce8fb8b0cf80cbe9c9c579b1ec9
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_5_malignant.png,synthetic-cbis-ddsm,train,malignant,9551,727694bf954b24843e04f962ab82a1e69317e50ce7d668328c37b130a40f1cdc
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_6_malignant.png,synthetic-cbis-ddsm,train,malignant,9661,3f20ea3913d518ae2b8a2e99a618aa902ee1c40044cd3560e57ec19d57f66b6f
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_7_malignant.png,synthetic-cbis-ddsm,train,malignant,9764,99eacf09c898e55524834838b14e832c0fb0d1b742bc43cf6683d7439c2d5fbf
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_8_malignant.png,synthetic-cbis-ddsm,train,malignant,10091,e4a62ad7d407454f0d922f197db1b68bceb0d9277590f02977223790e32c583b
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_71_9_malignant.png,synthetic-cbis-ddsm,train,malignant,9695,0de1712b1965dcae060b11580ff97141f57fa6cc728a42135b1ce524f15c8f43
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_0_malignant.png,synthetic-cbis-ddsm,train,malignant,9838,be6f7dc227ed74d022bc1fa3d5560697c32382b672867f484d0554d4d3493033
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_10_malignant.png,synthetic-cbis-ddsm,train,malignant,10254,9af2fbfeb86d6a2abc6fd29291d29e1b364984f083e65a67064eb39b220253c8
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_11_malignant.png,synthetic-cbis-ddsm,train,malignant,9458,2788c0f00b5bcb66fe2073cdc5e2ec91f6c92ae604a80e76af618f47f2a21dc0
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_12_malignant.png,synthetic-cbis-ddsm,train,malignant,9452,a0cdb0e0377549d745b6f3b5bf006e22602f4a3a2a50cb3fbc4b81a4fca7e4a9
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_13_malignant.png,synthetic-cbis-ddsm,train,malignant,9888,5612cea45896fc07521cf4616bf7fa7ab2692b9aa89a31c3fa6f521fdf052a5d
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_14_malignant.png,synthetic-cbis-ddsm,train,malignant,9655,445ee0511eab5a56f09f5c7c3394cc24a4181daf243861f20d311ce70fd858ed
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_15_malignant.png,synthetic-cbis-ddsm,train,malignant,10087,b2f6f1e9063a1c13afa9e0e2c39680a86c477a51c49868fd75c7df8e8e678838
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_16_benign.png,synthetic-cbis-ddsm,train,benign,9714,acc04a7251d4939de9b4357a5195dc8dbff1f3085e968160e153b3c587fb0796
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_17_benign.png,synthetic-cbis-ddsm,train,benign,10383,2d76e8a762e6cc53755f4c12357c02e1c17031981030348c1c0f8e93e5018c61
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_18_benign.png,synthetic-cbis-ddsm,train,benign,10060,1d50f506725e35566be0cb58ccddf64ef270101e3b3a0f61c14112181d8a4ca8
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_19_benign.png,synthetic-cbis-ddsm,train,benign,9813,e7fd31f245feec74ff9406b5e23367c8dcbda0b700bee2485ba89e6889f43c86
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_1_malignant.png,synthetic-cbis-ddsm,train,malignant,9354,4806add7639b514ef93059e0db24b6e27d153f28cbe1db1279b9152845f4db99
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_20_benign.png,synthetic-cbis-ddsm,train,benign,9682,509b1f8650e69d5a0f384e6ec270dc35f096ccc425146c7841b35a055b538370
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_21_benign.png,synthetic-cbis-ddsm,train,benign,9495,dd240dc4dba2543c8a426cd77c5e10af97def0d9a79e8d1fc3b10a126b9e1531
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_22_benign.png,synthetic-cbis-ddsm,train,benign,9273,d04381a287560fe3810f0d53b842ec4daef62012e7f352cb1dcb34e297131aee
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_23_benign.png,synthetic-cbis-ddsm,train,benign,9837,df5024d784eb528196b0724eb6dea90ce573ed9e2b57c2019cf22313cab6c6b9
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_24_benign.png,synthetic-cbis-ddsm,train,benign,9286,01492dcc5d58ef5439e9c674a2993ac13ba747beb61169a406d6238354f2e347
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_25_benign.png,synthetic-cbis-ddsm,train,benign,10279,18a500f6d12b0e4f154f9c2a3a7a5bb03f0107b2324a671208155bfd973b9984
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_26_benign.png,synthetic-cbis-ddsm,train,benign,9997,fe20840efa2503f173c6a82e79fce0344aa731dca33cf69ce51ce0135931905e
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_27_benign.png,synthetic-cbis-ddsm,train,benign,9866,eb0dd88ad21478c97c250cc8a500cc5e281327354bbcdab2d96f0d00eebb8524
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_28_benign.png,synthetic-cbis-ddsm,train,benign,9824,0d17a645f80d969784ae534a4da2967db6158bb5216ed02989a888973fc05f5e
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_29_benign.png,synthetic-cbis-ddsm,train,benign,10094,55b5e0652e974d83949976ed35167252665e6ffe9ca370cda99b6e92e9d4c4f1
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_2_malignant.png,synthetic-cbis-ddsm,train,malignant,10112,1702eff685fb47dab2964b5be2aaab82ec5cc60263f0871623bf2d9b9bf50ad4
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_30_benign.png,synthetic-cbis-ddsm,train,benign,9773,369ca5586bb9fb67e1c93918fdf2f73d0f1ca6a273039dd262830fac7cabdfff
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_31_benign.png,synthetic-cbis-ddsm,train,benign,9450,82b4356572b8570bfa6c008fa7be0a26cb9987def629dedb7acd6538a8bb7af5
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_3_malignant.png,synthetic-cbis-ddsm,train,malignant,9826,9504fc86bef8d9c014d4c9e164b8e975281afcce6b4029ed20c5bda0de4c238f
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_4_malignant.png,synthetic-cbis-ddsm,train,malignant,9343,4b0f08c329a331d81f17cd2a9b565b460ed1fd1541f18fc773615a557a13877c
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_5_malignant.png,synthetic-cbis-ddsm,train,malignant,9930,d64d2057bcb51164d756275fc84d24a290c47fe654ac06a888288864429c8458
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_6_malignant.png,synthetic-cbis-ddsm,train,malignant,9830,65daa3f11d248904b6a517c917082e4279fc5739cafe3957bd4134fdd8267ce5
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_7_malignant.png,synthetic-cbis-ddsm,train,malignant,9614,20ac8745ae5872f9d6cd7ad7c659264abd0c55c905853d687d20ae8a1f954b25
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_8_malignant.png,synthetic-cbis-ddsm,train,malignant,9601,fa03c702d9eb18163b5ca7adb20f9478c32287115dd44a5a272a7a080110d597
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_72_9_malignant.png,synthetic-cbis-ddsm,train,malignant,9807,2475ba46a7e0e0a87cd15e48b49fb423cbc15989d13c5071c53d8c4f80b1dbe4
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_0_malignant.png,synthetic-cbis-ddsm,train,malignant,9586,1e38ccbe0817a96d295c3c9a346c379b18d95ac3c1e6ef291e8cde06ae8b91fd
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_10_malignant.png,synthetic-cbis-ddsm,train,malignant,9674,05c4d82f890da1bb05c3d48787a4e5d70548c62e9fe7430454733f29ba8d7d92
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_11_malignant.png,synthetic-cbis-ddsm,train,malignant,10344,45515a8029dd9edfe2128b4d1ebae48d4532d3201d14d39f3a506d5154b69047
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_12_malignant.png,synthetic-cbis-ddsm,train,malignant,9955,8fcb7360e7d8b5e639c5836923aac3beb961c49e4f15373165839f2bad2baec2
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_13_malignant.png,synthetic-cbis-ddsm,train,malignant,9690,7e0f8e962138a75d32606331797c3162fae054bdae7cc68ec6ccb8a203f585e1
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_14_malignant.png,synthetic-cbis-ddsm,train,malignant,9607,f9e7c0f464b1df7bbc0c4922cb2e656400a82b6c055f2af8de4ea16a9cfc21f3
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_15_malignant.png,synthetic-cbis-ddsm,train,malignant,9588,9205ec487d1d67d63b350ba8419c758220102bbb927ec38b57da451d47c99194
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_16_benign.png,synthetic-cbis-ddsm,train,benign,9280,a21ac182bbe4ad5a0aab738a9ac1036f171c8d599d2276afc8aa294b4e1c20da
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_17_benign.png,synthetic-cbis-ddsm,train,benign,9985,9caa7c42904c881a5496216c7ad5504eb47900e01d8f10d484540bfb989981c7
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_18_benign.png,synthetic-cbis-ddsm,train,benign,9529,08573f58cfb8ae569b78e1ebc7475e902812569761b153bd43c5a5353d3580c4
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_19_benign.png,synthetic-cbis-ddsm,train,benign,9722,30e3772db92a4921466a271e55777fef69c12488a7b91ca55f93ec46a17beb16
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_1_malignant.png,synthetic-cbis-ddsm,train,malignant,9866,0be2554ec608a4ebee92c4a7a9ae6ca07eb2a1f2eb2f91e90bb1de083dc2cbe4
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_20_benign.png,synthetic-cbis-ddsm,train,benign,10082,e066d7ad9ed1d7779d81750c7e0b834cce4ad51510f64fd8485552ac86d66b8a
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_21_benign.png,synthetic-cbis-ddsm,train,benign,9139,e2780342abb92e799dab382cbbab4f9e34b53609b81d42d096fad1a7aead6e30
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_22_benign.png,synthetic-cbis-ddsm,train,benign,9238,40003cfdbae34d7679f43bbd5ca942aa35a2490aebcf921259c3502d4ed25992
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_23_benign.png,synthetic-cbis-ddsm,train,benign,9744,0920846bbba8bb26c0bc9e80a9d5db911931cfaf0700359f48b91422b57ddd48
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_24_benign.png,synthetic-cbis-ddsm,train,benign,10066,c75901f25129c811ae1cd150aff597abad187b487a1df9f681b3fc0c0caf92f9
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_25_benign.png,synthetic-cbis-ddsm,train,benign,9832,9dd3ad51e31ff125f79d6dca138f6162ab93656f8fc4a471ee520b2f2f0facfa
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_26_benign.png,synthetic-cbis-ddsm,train,benign,9598,0c2ed8deba8c887d85a3b4ec19610eeb10fde9653acc081cbeef5f7856c7757f
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_27_benign.png,synthetic-cbis-ddsm,train,benign,9971,f762d4542d13da5e0a7f11c44bb9189a081fbee8e030dfd87c087b4ab1e7f38a
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_28_benign.png,synthetic-cbis-ddsm,train,benign,9963,61af109d86a4541ad1377ad2e1b1c36a2c1bd87923ff1ddab7e61e27c06bfb1e
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_29_benign.png,synthetic-cbis-ddsm,train,benign,9630,e806d9e3e2527870bf7d9ea91bbb4970eda6ac19280c64125df629243a66078a
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_2_malignant.png,synthetic-cbis-ddsm,train,malignant,9768,93cde18f9046203916478e30f2d43d5b927bdc46040bb2dea32ec59934c7e6f2
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_30_benign.png,synthetic-cbis-ddsm,train,benign,9719,e3c344b26fd3d7aeebf53528cec078aaea75cbc1eca09e81acea4bbb1105dd7f
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_31_benign.png,synthetic-cbis-ddsm,train,benign,9883,41aea47733fe7ffeeb5a408a10f8f3746648184e8ada5fc48e6ed81d560f612d
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_3_malignant.png,synthetic-cbis-ddsm,train,malignant,9657,eb6c16750e77a5baeb6bdbf0dea41497cac38eef875bcb9874b1920caffcf203
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_4_malignant.png,synthetic-cbis-ddsm,train,malignant,9449,667781e561dffae6d94e7f36ef4f5aa8d1b6d064afb9bac6b61ca07de70904cd
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_5_malignant.png,synthetic-cbis-ddsm,train,malignant,9354,e745e94a87fcc83275499cc942ec21fac82a9757ed4bd99721b35b371321276c
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_6_malignant.png,synthetic-cbis-ddsm,train,malignant,9366,a5a3f0023bebaa27d3e39d9a07b165fe849ac68bc82385a208905ad7a19e6cbd
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_7_malignant.png,synthetic-cbis-ddsm,train,malignant,9698,38b1b945bdc39b2b28b31f6a65d072d6d699e550645879209624dc42654669c8
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_8_malignant.png,synthetic-cbis-ddsm,train,malignant,10347,b22e11b3a7ff7ec1353d15aa146798251e6691eca51fa149d320b5236649e8ac
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_73_9_malignant.png,synthetic-cbis-ddsm,train,malignant,10054,5469f6aa13b343219e600a12ed02dd8ac716352320af68746aecb63938f06c5b
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_0_malignant.png,synthetic-cbis-ddsm,train,malignant,9780,094bd49fc3c1b8e542bcec8fdad4e6b71f029c15539ba2435733a735d7425d89
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_10_malignant.png,synthetic-cbis-ddsm,train,malignant,10036,b2a0882cf427316c649a61086c7beb233e5abfe14e75e34817eaff0814087666
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_11_malignant.png,synthetic-cbis-ddsm,train,malignant,9535,9b2c6d49cb54b41f23485e4cf8852162f55bba1766d6365d8ca71b68cb6bca9f
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_12_malignant.png,synthetic-cbis-ddsm,train,malignant,9965,ab78a40eff426e726750b86362e2db0e7b1e307fff9ddaf46243c4f10be81ae5
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_13_malignant.png,synthetic-cbis-ddsm,train,malignant,9720,3b135822ee9e43b2e2896864950760b40916c55817df911daece5527d9e1f372
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_14_malignant.png,synthetic-cbis-ddsm,train,malignant,9838,f640dfec19cf01de832003e30bd305114fa5cb14d09b60c24095b81d7633f2b3
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_15_malignant.png,synthetic-cbis-ddsm,train,malignant,9116,4699b0a18d39a71a9d38137902a2d949ec1e6dbcb7e51c330a3ba0f4e45cc320
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_16_benign.png,synthetic-cbis-ddsm,train,benign,9448,7808f7a928f434bf3beb3430ee66421577f21b232eef94445f60cee4bb87c833
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_17_benign.png,synthetic-cbis-ddsm,train,benign,9876,edeba10d823bc37265eca1d112c7020c58df61469ace93c0f780692d979e192f
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_18_benign.png,synthetic-cbis-ddsm,train,benign,9816,ac5f100616ffbe4f0d5c4bd4bd8c8b1e3545786610b15cd51bb2003af893c27e
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_19_benign.png,synthetic-cbis-ddsm,train,benign,10235,6498fe7d25e02b4091357579a87dc37e90dd48ee528672afaa64f930e1d2bd94
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_1_malignant.png,synthetic-cbis-ddsm,train,malignant,10006,fa61dc19628553d483c3db035e11da32b57a125be0fe95f5f52a24f9ccbe10f4
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_20_benign.png,synthetic-cbis-ddsm,train,benign,9545,c9a136f9abc01beb6f28d364ce783474f8fe9a71751400d6e105237fde49fb42
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_21_benign.png,synthetic-cbis-ddsm,train,benign,9268,cad52d916aa42642462f4b51952468fb7e4c5356a8970174210512c7f2afc92c
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_22_benign.png,synthetic-cbis-ddsm,train,benign,9856,77734d4af83406a42af0417e71446e71d9ee5a44cb492128d8d59b3f2d6f292b
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_23_benign.png,synthetic-cbis-ddsm,train,benign,9812,a87c4c021e723bae2afbf3038ccad27214d8f5b627f1a88ca43bbdd8484abfab
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_24_benign.png,synthetic-cbis-ddsm,train,benign,9861,f643f36a4a2b4d3d6d1f3b1affe7a96b38142a946782ba43d1e432d1b4de06dc
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_25_benign.png,synthetic-cbis-ddsm,train,benign,9643,22f8be7b95376787394c3b2b3e620a235653722f1b54bd20d1dc3b773cbcbfe0
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_26_benign.png,synthetic-cbis-ddsm,train,benign,9498,ef8e51a992259adc0e46674270f91a7ff440cb5e13948ea98ee245554f8d5e1a
extension/synthetic_data/cbis-ddsm/c-dcgan/batch_74_27_benign.png,synthetic-cbis-ddsm,train,benign,9481,e77266350d64362ffac4e9eebc2e0e542b1cd4c463eea7e820740484d8b28ed8
